#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5432   0.510747E-01  -0.111559E-02   0.717271E-08  -0.111559E-02   0.138050E-02   0.982963E-11   0.717271E-08   0.982963E-11   0.264359E-10
  5433   0.509591E-01  -0.111718E-02   0.716716E-08  -0.111718E-02   0.137646E-02   0.984011E-11   0.716716E-08   0.984011E-11   0.263908E-10
  5434   0.508449E-01  -0.111892E-02   0.716166E-08  -0.111892E-02   0.137228E-02   0.985044E-11   0.716166E-08   0.985044E-11   0.263458E-10
  5435   0.507315E-01  -0.112061E-02   0.715620E-08  -0.112061E-02   0.136812E-02   0.986061E-11   0.715620E-08   0.986061E-11   0.263008E-10
  5436   0.506188E-01  -0.112238E-02   0.715078E-08  -0.112238E-02   0.136405E-02   0.987062E-11   0.715078E-08   0.987062E-11   0.262559E-10
  5437   0.505083E-01  -0.112417E-02   0.714541E-08  -0.112417E-02   0.135985E-02   0.988049E-11   0.714541E-08   0.988049E-11   0.262110E-10
  5438   0.503984E-01  -0.112590E-02   0.714007E-08  -0.112590E-02   0.135574E-02   0.989020E-11   0.714007E-08   0.989020E-11   0.261662E-10
  5439   0.502901E-01  -0.112779E-02   0.713478E-08  -0.112779E-02   0.135157E-02   0.989976E-11   0.713478E-08   0.989976E-11   0.261215E-10
  5440   0.501824E-01  -0.112961E-02   0.712952E-08  -0.112961E-02   0.134748E-02   0.990918E-11   0.712952E-08   0.990918E-11   0.260768E-10
  5441   0.500770E-01  -0.113153E-02   0.712431E-08  -0.113153E-02   0.134327E-02   0.991846E-11   0.712431E-08   0.991846E-11   0.260322E-10
  5442   0.499715E-01  -0.113339E-02   0.711914E-08  -0.113339E-02   0.133914E-02   0.992759E-11   0.711914E-08   0.992759E-11   0.259876E-10
  5443   0.498682E-01  -0.113533E-02   0.711401E-08  -0.113533E-02   0.133496E-02   0.993658E-11   0.711401E-08   0.993658E-11   0.259430E-10
  5444   0.497642E-01  -0.113736E-02   0.710892E-08  -0.113736E-02   0.133086E-02   0.994544E-11   0.710892E-08   0.994544E-11   0.258986E-10
  5445   0.496631E-01  -0.113926E-02   0.710387E-08  -0.113926E-02   0.132663E-02   0.995416E-11   0.710387E-08   0.995416E-11   0.258541E-10
  5446   0.495627E-01  -0.114125E-02   0.709885E-08  -0.114125E-02   0.132249E-02   0.996274E-11   0.709885E-08   0.996274E-11   0.258098E-10
  5447   0.494637E-01  -0.114317E-02   0.709388E-08  -0.114317E-02   0.131821E-02   0.997120E-11   0.709388E-08   0.997120E-11   0.257655E-10
  5448   0.493647E-01  -0.114511E-02   0.708895E-08  -0.114511E-02   0.131410E-02   0.997952E-11   0.708895E-08   0.997952E-11   0.257212E-10
  5449   0.492672E-01  -0.114706E-02   0.708405E-08  -0.114706E-02   0.130986E-02   0.998772E-11   0.708405E-08   0.998772E-11   0.256770E-10
  5450   0.491711E-01  -0.114902E-02   0.707919E-08  -0.114902E-02   0.130563E-02   0.999580E-11   0.707919E-08   0.999580E-11   0.256329E-10
  5451   0.490765E-01  -0.115108E-02   0.707438E-08  -0.115108E-02   0.130148E-02   0.100037E-10   0.707438E-08   0.100037E-10   0.255888E-10
  5452   0.489826E-01  -0.115307E-02   0.706960E-08  -0.115307E-02   0.129728E-02   0.100116E-10   0.706960E-08   0.100116E-10   0.255447E-10
  5453   0.488887E-01  -0.115500E-02   0.706486E-08  -0.115500E-02   0.129302E-02   0.100193E-10   0.706486E-08   0.100193E-10   0.255007E-10
  5454   0.487969E-01  -0.115702E-02   0.706015E-08  -0.115702E-02   0.128877E-02   0.100269E-10   0.706015E-08   0.100269E-10   0.254568E-10
  5455   0.487059E-01  -0.115897E-02   0.705548E-08  -0.115897E-02   0.128454E-02   0.100344E-10   0.705548E-08   0.100344E-10   0.254129E-10
  5456   0.486171E-01  -0.116087E-02   0.705086E-08  -0.116087E-02   0.128032E-02   0.100417E-10   0.705086E-08   0.100417E-10   0.253691E-10
  5457   0.485282E-01  -0.116285E-02   0.704626E-08  -0.116285E-02   0.127611E-02   0.100490E-10   0.704626E-08   0.100490E-10   0.253253E-10
  5458   0.484400E-01  -0.116463E-02   0.704171E-08  -0.116463E-02   0.127185E-02   0.100562E-10   0.704171E-08   0.100562E-10   0.252816E-10
  5459   0.483533E-01  -0.116656E-02   0.703719E-08  -0.116656E-02   0.126752E-02   0.100632E-10   0.703719E-08   0.100632E-10   0.252379E-10
  5460   0.482673E-01  -0.116844E-02   0.703271E-08  -0.116844E-02   0.126336E-02   0.100701E-10   0.703271E-08   0.100701E-10   0.251943E-10
  5461   0.481828E-01  -0.117025E-02   0.702826E-08  -0.117025E-02   0.125906E-02   0.100770E-10   0.702826E-08   0.100770E-10   0.251508E-10
  5462   0.480989E-01  -0.117207E-02   0.702385E-08  -0.117207E-02   0.125485E-02   0.100837E-10   0.702385E-08   0.100837E-10   0.251073E-10
  5463   0.480166E-01  -0.117384E-02   0.701947E-08  -0.117384E-02   0.125050E-02   0.100904E-10   0.701947E-08   0.100904E-10   0.250638E-10
  5464   0.479349E-01  -0.117554E-02   0.701513E-08  -0.117554E-02   0.124624E-02   0.100969E-10   0.701513E-08   0.100969E-10   0.250204E-10
  5465   0.478539E-01  -0.117726E-02   0.701083E-08  -0.117726E-02   0.124192E-02   0.101034E-10   0.701083E-08   0.101034E-10   0.249771E-10
  5466   0.477737E-01  -0.117899E-02   0.700656E-08  -0.117899E-02   0.123762E-02   0.101097E-10   0.700656E-08   0.101097E-10   0.249338E-10
  5467   0.476956E-01  -0.118066E-02   0.700232E-08  -0.118066E-02   0.123332E-02   0.101160E-10   0.700232E-08   0.101160E-10   0.248906E-10
  5468   0.476168E-01  -0.118219E-02   0.699812E-08  -0.118219E-02   0.122904E-02   0.101222E-10   0.699812E-08   0.101222E-10   0.248474E-10
  5469   0.475394E-01  -0.118381E-02   0.699396E-08  -0.118381E-02   0.122470E-02   0.101283E-10   0.699396E-08   0.101283E-10   0.248043E-10
  5470   0.474635E-01  -0.118529E-02   0.698983E-08  -0.118529E-02   0.122045E-02   0.101343E-10   0.698983E-08   0.101343E-10   0.247612E-10
  5471   0.473875E-01  -0.118679E-02   0.698573E-08  -0.118679E-02   0.121613E-02   0.101403E-10   0.698573E-08   0.101403E-10   0.247182E-10
  5472   0.473137E-01  -0.118815E-02   0.698166E-08  -0.118815E-02   0.121183E-02   0.101461E-10   0.698166E-08   0.101461E-10   0.246752E-10
  5473   0.472399E-01  -0.118959E-02   0.697763E-08  -0.118959E-02   0.120754E-02   0.101519E-10   0.697763E-08   0.101519E-10   0.246323E-10
  5474   0.471669E-01  -0.119090E-02   0.697363E-08  -0.119090E-02   0.120319E-02   0.101576E-10   0.697363E-08   0.101576E-10   0.245895E-10
  5475   0.470952E-01  -0.119223E-02   0.696967E-08  -0.119223E-02   0.119877E-02   0.101633E-10   0.696967E-08   0.101633E-10   0.245467E-10
  5476   0.470243E-01  -0.119334E-02   0.696574E-08  -0.119334E-02   0.119445E-02   0.101689E-10   0.696574E-08   0.101689E-10   0.245039E-10
  5477   0.469540E-01  -0.119454E-02   0.696183E-08  -0.119454E-02   0.119013E-02   0.101744E-10   0.696183E-08   0.101744E-10   0.244613E-10
  5478   0.468845E-01  -0.119560E-02   0.695797E-08  -0.119560E-02   0.118583E-02   0.101798E-10   0.695797E-08   0.101798E-10   0.244186E-10
  5479   0.468150E-01  -0.119668E-02   0.695413E-08  -0.119668E-02   0.118139E-02   0.101852E-10   0.695413E-08   0.101852E-10   0.243760E-10
  5480   0.467469E-01  -0.119762E-02   0.695033E-08  -0.119762E-02   0.117712E-02   0.101905E-10   0.695033E-08   0.101905E-10   0.243335E-10
  5481   0.466802E-01  -0.119865E-02   0.694655E-08  -0.119865E-02   0.117263E-02   0.101957E-10   0.694655E-08   0.101957E-10   0.242910E-10
  5482   0.466143E-01  -0.119946E-02   0.694281E-08  -0.119946E-02   0.116830E-02   0.102009E-10   0.694281E-08   0.102009E-10   0.242486E-10
  5483   0.465483E-01  -0.120029E-02   0.693910E-08  -0.120029E-02   0.116406E-02   0.102061E-10   0.693910E-08   0.102061E-10   0.242063E-10
  5484   0.464838E-01  -0.120098E-02   0.693542E-08  -0.120098E-02   0.115961E-02   0.102112E-10   0.693542E-08   0.102112E-10   0.241639E-10
  5485   0.464192E-01  -0.120169E-02   0.693177E-08  -0.120169E-02   0.115524E-02   0.102162E-10   0.693177E-08   0.102162E-10   0.241217E-10
  5486   0.463561E-01  -0.120225E-02   0.692815E-08  -0.120225E-02   0.115089E-02   0.102212E-10   0.692815E-08   0.102212E-10   0.240795E-10
  5487   0.462930E-01  -0.120283E-02   0.692456E-08  -0.120283E-02   0.114639E-02   0.102262E-10   0.692456E-08   0.102262E-10   0.240373E-10
  5488   0.462313E-01  -0.120328E-02   0.692100E-08  -0.120328E-02   0.114206E-02   0.102311E-10   0.692100E-08   0.102311E-10   0.239952E-10
  5489   0.461703E-01  -0.120358E-02   0.691747E-08  -0.120358E-02   0.113767E-02   0.102359E-10   0.691747E-08   0.102359E-10   0.239532E-10
  5490   0.461092E-01  -0.120398E-02   0.691397E-08  -0.120398E-02   0.113343E-02   0.102408E-10   0.691397E-08   0.102408E-10   0.239112E-10
  5491   0.460497E-01  -0.120416E-02   0.691050E-08  -0.120416E-02   0.112906E-02   0.102455E-10   0.691050E-08   0.102455E-10   0.238693E-10
  5492   0.459901E-01  -0.120435E-02   0.690706E-08  -0.120435E-02   0.112463E-02   0.102503E-10   0.690706E-08   0.102503E-10   0.238274E-10
  5493   0.459319E-01  -0.120441E-02   0.690365E-08  -0.120441E-02   0.112035E-02   0.102550E-10   0.690365E-08   0.102550E-10   0.237856E-10
  5494   0.458737E-01  -0.120441E-02   0.690026E-08  -0.120441E-02   0.111602E-02   0.102597E-10   0.690026E-08   0.102597E-10   0.237438E-10
  5495   0.458162E-01  -0.120434E-02   0.689691E-08  -0.120434E-02   0.111161E-02   0.102643E-10   0.689691E-08   0.102643E-10   0.237021E-10
  5496   0.457587E-01  -0.120414E-02   0.689358E-08  -0.120414E-02   0.110730E-02   0.102690E-10   0.689358E-08   0.102690E-10   0.236604E-10
  5497   0.457026E-01  -0.120395E-02   0.689028E-08  -0.120395E-02   0.110292E-02   0.102736E-10   0.689028E-08   0.102736E-10   0.236188E-10
  5498   0.456472E-01  -0.120362E-02   0.688700E-08  -0.120362E-02   0.109847E-02   0.102781E-10   0.688700E-08   0.102781E-10   0.235772E-10
  5499   0.455918E-01  -0.120323E-02   0.688376E-08  -0.120323E-02   0.109412E-02   0.102827E-10   0.688376E-08   0.102827E-10   0.235357E-10
  5500   0.455371E-01  -0.120270E-02   0.688054E-08  -0.120270E-02   0.108969E-02   0.102872E-10   0.688054E-08   0.102872E-10   0.234943E-10
  5501   0.454839E-01  -0.120218E-02   0.687735E-08  -0.120218E-02   0.108536E-02   0.102918E-10   0.687735E-08   0.102918E-10   0.234529E-10
  5502   0.454306E-01  -0.120145E-02   0.687418E-08  -0.120145E-02   0.108103E-02   0.102963E-10   0.687418E-08   0.102963E-10   0.234116E-10
  5503   0.453780E-01  -0.120074E-02   0.687104E-08  -0.120074E-02   0.107664E-02   0.103008E-10   0.687104E-08   0.103008E-10   0.233703E-10
  5504   0.453254E-01  -0.120003E-02   0.686793E-08  -0.120003E-02   0.107226E-02   0.103052E-10   0.686793E-08   0.103052E-10   0.233290E-10
  5505   0.452727E-01  -0.119912E-02   0.686484E-08  -0.119912E-02   0.106796E-02   0.103097E-10   0.686484E-08   0.103097E-10   0.232879E-10
  5506   0.452215E-01  -0.119807E-02   0.686178E-08  -0.119807E-02   0.106353E-02   0.103142E-10   0.686178E-08   0.103142E-10   0.232467E-10
  5507   0.451710E-01  -0.119702E-02   0.685875E-08  -0.119702E-02   0.105925E-02   0.103187E-10   0.685875E-08   0.103187E-10   0.232057E-10
  5508   0.451212E-01  -0.119585E-02   0.685574E-08  -0.119585E-02   0.105491E-02   0.103231E-10   0.685574E-08   0.103231E-10   0.231646E-10
  5509   0.450706E-01  -0.119453E-02   0.685275E-08  -0.119453E-02   0.105066E-02   0.103276E-10   0.685275E-08   0.103276E-10   0.231237E-10
  5510   0.450215E-01  -0.119323E-02   0.684979E-08  -0.119323E-02   0.104633E-02   0.103321E-10   0.684979E-08   0.103321E-10   0.230828E-10
  5511   0.449723E-01  -0.119178E-02   0.684686E-08  -0.119178E-02   0.104202E-02   0.103365E-10   0.684686E-08   0.103365E-10   0.230419E-10
  5512   0.449231E-01  -0.119035E-02   0.684394E-08  -0.119035E-02   0.103765E-02   0.103410E-10   0.684394E-08   0.103410E-10   0.230011E-10
  5513   0.448754E-01  -0.118871E-02   0.684106E-08  -0.118871E-02   0.103336E-02   0.103455E-10   0.684106E-08   0.103455E-10   0.229604E-10
  5514   0.448268E-01  -0.118701E-02   0.683819E-08  -0.118701E-02   0.102915E-02   0.103500E-10   0.683819E-08   0.103500E-10   0.229197E-10
  5515   0.447790E-01  -0.118524E-02   0.683535E-08  -0.118524E-02   0.102488E-02   0.103545E-10   0.683535E-08   0.103545E-10   0.228790E-10
  5516   0.447319E-01  -0.118333E-02   0.683254E-08  -0.118333E-02   0.102054E-02   0.103590E-10   0.683254E-08   0.103590E-10   0.228384E-10
  5517   0.446847E-01  -0.118136E-02   0.682974E-08  -0.118136E-02   0.101621E-02   0.103636E-10   0.682974E-08   0.103636E-10   0.227979E-10
  5518   0.446382E-01  -0.117933E-02   0.682697E-08  -0.117933E-02   0.101197E-02   0.103681E-10   0.682697E-08   0.103681E-10   0.227574E-10
  5519   0.445932E-01  -0.117716E-02   0.682422E-08  -0.117716E-02   0.100765E-02   0.103727E-10   0.682422E-08   0.103727E-10   0.227170E-10
  5520   0.445467E-01  -0.117493E-02   0.682150E-08  -0.117493E-02   0.100343E-02   0.103773E-10   0.682150E-08   0.103773E-10   0.226766E-10
  5521   0.445023E-01  -0.117263E-02   0.681880E-08  -0.117263E-02   0.999136E-03   0.103820E-10   0.681880E-08   0.103820E-10   0.226363E-10
  5522   0.444572E-01  -0.117028E-02   0.681612E-08  -0.117028E-02   0.995001E-03   0.103866E-10   0.681612E-08   0.103866E-10   0.225960E-10
  5523   0.444120E-01  -0.116778E-02   0.681346E-08  -0.116778E-02   0.990726E-03   0.103913E-10   0.681346E-08   0.103913E-10   0.225558E-10
  5524   0.443683E-01  -0.116507E-02   0.681082E-08  -0.116507E-02   0.986609E-03   0.103961E-10   0.681082E-08   0.103961E-10   0.225157E-10
  5525   0.443245E-01  -0.116245E-02   0.680820E-08  -0.116245E-02   0.982351E-03   0.104008E-10   0.680820E-08   0.104008E-10   0.224756E-10
  5526   0.442800E-01  -0.115968E-02   0.680561E-08  -0.115968E-02   0.978177E-03   0.104056E-10   0.680561E-08   0.104056E-10   0.224355E-10
  5527   0.442376E-01  -0.115678E-02   0.680303E-08  -0.115678E-02   0.974011E-03   0.104105E-10   0.680303E-08   0.104105E-10   0.223955E-10
  5528   0.441930E-01  -0.115382E-02   0.680048E-08  -0.115382E-02   0.969779E-03   0.104153E-10   0.680048E-08   0.104153E-10   0.223556E-10
  5529   0.441513E-01  -0.115087E-02   0.679795E-08  -0.115087E-02   0.965629E-03   0.104203E-10   0.679795E-08   0.104203E-10   0.223157E-10
  5530   0.441081E-01  -0.114771E-02   0.679543E-08  -0.114771E-02   0.961488E-03   0.104252E-10   0.679543E-08   0.104252E-10   0.222758E-10
  5531   0.440656E-01  -0.114448E-02   0.679294E-08  -0.114448E-02   0.957429E-03   0.104302E-10   0.679294E-08   0.104302E-10   0.222360E-10
  5532   0.440230E-01  -0.114119E-02   0.679047E-08  -0.114119E-02   0.953379E-03   0.104353E-10   0.679047E-08   0.104353E-10   0.221963E-10
  5533   0.439805E-01  -0.113783E-02   0.678801E-08  -0.113783E-02   0.949262E-03   0.104404E-10   0.678801E-08   0.104404E-10   0.221566E-10
  5534   0.439386E-01  -0.113434E-02   0.678558E-08  -0.113434E-02   0.945153E-03   0.104456E-10   0.678558E-08   0.104456E-10   0.221170E-10
  5535   0.438974E-01  -0.113078E-02   0.678316E-08  -0.113078E-02   0.941051E-03   0.104508E-10   0.678316E-08   0.104508E-10   0.220775E-10
  5536   0.438554E-01  -0.112708E-02   0.678077E-08  -0.112708E-02   0.936958E-03   0.104561E-10   0.678077E-08   0.104561E-10   0.220379E-10
  5537   0.438141E-01  -0.112340E-02   0.677839E-08  -0.112340E-02   0.932946E-03   0.104614E-10   0.677839E-08   0.104614E-10   0.219985E-10
  5538   0.437721E-01  -0.111958E-02   0.677603E-08  -0.111958E-02   0.928942E-03   0.104668E-10   0.677603E-08   0.104668E-10   0.219591E-10
  5539   0.437315E-01  -0.111576E-02   0.677369E-08  -0.111576E-02   0.924946E-03   0.104723E-10   0.677369E-08   0.104723E-10   0.219197E-10
  5540   0.436908E-01  -0.111174E-02   0.677137E-08  -0.111174E-02   0.921031E-03   0.104778E-10   0.677137E-08   0.104778E-10   0.218804E-10
  5541   0.436502E-01  -0.110765E-02   0.676906E-08  -0.110765E-02   0.916975E-03   0.104834E-10   0.676906E-08   0.104834E-10   0.218412E-10
  5542   0.436087E-01  -0.110357E-02   0.676677E-08  -0.110357E-02   0.913149E-03   0.104891E-10   0.676677E-08   0.104891E-10   0.218020E-10
  5543   0.435687E-01  -0.109935E-02   0.676450E-08  -0.109935E-02   0.909108E-03   0.104948E-10   0.676450E-08   0.104948E-10   0.217628E-10
  5544   0.435286E-01  -0.109507E-02   0.676224E-08  -0.109507E-02   0.905222E-03   0.105006E-10   0.676224E-08   0.105006E-10   0.217238E-10
  5545   0.434877E-01  -0.109072E-02   0.676001E-08  -0.109072E-02   0.901417E-03   0.105065E-10   0.676001E-08   0.105065E-10   0.216847E-10
  5546   0.434476E-01  -0.108624E-02   0.675779E-08  -0.108624E-02   0.897471E-03   0.105125E-10   0.675779E-08   0.105125E-10   0.216457E-10
  5547   0.434081E-01  -0.108169E-02   0.675558E-08  -0.108169E-02   0.893606E-03   0.105186E-10   0.675558E-08   0.105186E-10   0.216068E-10
  5548   0.433672E-01  -0.107708E-02   0.675339E-08  -0.107708E-02   0.889822E-03   0.105247E-10   0.675339E-08   0.105247E-10   0.215679E-10
  5549   0.433284E-01  -0.107240E-02   0.675122E-08  -0.107240E-02   0.886045E-03   0.105309E-10   0.675122E-08   0.105309E-10   0.215291E-10
  5550   0.432881E-01  -0.106766E-02   0.674906E-08  -0.106766E-02   0.882200E-03   0.105372E-10   0.674906E-08   0.105372E-10   0.214904E-10
  5551   0.432492E-01  -0.106286E-02   0.674692E-08  -0.106286E-02   0.878362E-03   0.105436E-10   0.674692E-08   0.105436E-10   0.214517E-10
  5552   0.432088E-01  -0.105791E-02   0.674479E-08  -0.105791E-02   0.874679E-03   0.105501E-10   0.674479E-08   0.105501E-10   0.214130E-10
  5553   0.431699E-01  -0.105298E-02   0.674268E-08  -0.105298E-02   0.870928E-03   0.105567E-10   0.674268E-08   0.105567E-10   0.213744E-10
  5554   0.431301E-01  -0.104790E-02   0.674058E-08  -0.104790E-02   0.867183E-03   0.105634E-10   0.674058E-08   0.105634E-10   0.213358E-10
  5555   0.430903E-01  -0.104277E-02   0.673850E-08  -0.104277E-02   0.863519E-03   0.105702E-10   0.673850E-08   0.105702E-10   0.212973E-10
  5556   0.430513E-01  -0.103756E-02   0.673643E-08  -0.103756E-02   0.859861E-03   0.105771E-10   0.673643E-08   0.105771E-10   0.212589E-10
  5557   0.430114E-01  -0.103237E-02   0.673437E-08  -0.103237E-02   0.856209E-03   0.105841E-10   0.673437E-08   0.105841E-10   0.212205E-10
  5558   0.429722E-01  -0.102704E-02   0.673233E-08  -0.102704E-02   0.852563E-03   0.105911E-10   0.673233E-08   0.105911E-10   0.211822E-10
  5559   0.429315E-01  -0.102172E-02   0.673030E-08  -0.102172E-02   0.848923E-03   0.105983E-10   0.673030E-08   0.105983E-10   0.211439E-10
  5560   0.428923E-01  -0.101626E-02   0.672829E-08  -0.101626E-02   0.845289E-03   0.106056E-10   0.672829E-08   0.106056E-10   0.211057E-10
  5561   0.428530E-01  -0.101073E-02   0.672629E-08  -0.101073E-02   0.841809E-03   0.106131E-10   0.672629E-08   0.106131E-10   0.210675E-10
  5562   0.428137E-01  -0.100514E-02   0.672430E-08  -0.100514E-02   0.838261E-03   0.106206E-10   0.672430E-08   0.106206E-10   0.210294E-10
  5563   0.427743E-01  -0.999489E-03   0.672232E-08  -0.999489E-03   0.834793E-03   0.106282E-10   0.672232E-08   0.106282E-10   0.209913E-10
  5564   0.427349E-01  -0.993918E-03   0.672036E-08  -0.993918E-03   0.831330E-03   0.106360E-10   0.672036E-08   0.106360E-10   0.209533E-10
  5565   0.426954E-01  -0.988208E-03   0.671841E-08  -0.988208E-03   0.827798E-03   0.106439E-10   0.671841E-08   0.106439E-10   0.209153E-10
  5566   0.426567E-01  -0.982359E-03   0.671647E-08  -0.982359E-03   0.824346E-03   0.106519E-10   0.671647E-08   0.106519E-10   0.208774E-10
  5567   0.426164E-01  -0.976519E-03   0.671454E-08  -0.976519E-03   0.820973E-03   0.106600E-10   0.671454E-08   0.106600E-10   0.208395E-10
  5568   0.425768E-01  -0.970540E-03   0.671262E-08  -0.970540E-03   0.817532E-03   0.106682E-10   0.671262E-08   0.106682E-10   0.208017E-10
  5569   0.425379E-01  -0.964645E-03   0.671072E-08  -0.964645E-03   0.814170E-03   0.106766E-10   0.671072E-08   0.106766E-10   0.207640E-10
  5570   0.424975E-01  -0.958611E-03   0.670882E-08  -0.958611E-03   0.810887E-03   0.106851E-10   0.670882E-08   0.106851E-10   0.207263E-10
